Brand Name	Product Name	Category	Average Rating	Number of Reviews
MILK MAKEUP	MILK MAKEUP Natural Deodorant	Body-Care	3.3878	49
L’Occitane	L’Occitane Cedrat Deodorant	Body-Care	3.7778	9
Jack Black	Jack Black Cool CTRL™ Natural Deodorant	Body-Care	3.5385	13
LAVANILA	LAVANILA Sport Luxe Healthy Body Wash 3-in-1	Body-Care	4.2	5
TOM FORD	TOM FORD Oud Wood Deodorant Stick	Body-Care	1	1
boscia	boscia Charcoal Deodorant A Natural Talc-Free Powder Spray	Body-Care	2.725	40
Bliss	Bliss FatGirlSixPack	Body-Care	3.75	4
Bliss	Bliss Thinny Thin Chin Neck Firming Cream	Body-Care	3.6667	3
Jack Black	Jack Black Pit Boss Antiperspirant & Deodorant	Body-Care	4.5714	7
Biotherm	Biotherm Deo Pure 48h Antiperspirant Roll-On	Body-Care	4	1
Anthony	Anthony Aftershave Balm	Body-Care	0	0
TOM FORD	TOM FORD Noir Deodorant Stick	Body-Care	3.4	5
L’Occitane	L’Occitane L’Occitan After Shave Balm	Body-Care	0	0
Biotherm	Biotherm Perfecting Anti-Cellulite Oil	Body-Care	0	0
Bliss	Bliss The Love Handler	Body-Care	4	1
DOLCE&GABBANA	DOLCE&GABBANA Light Blue Pour Homme Deodorant	Body-Care	2.3333	3
Anthony	Anthony Alcohol Free Deodorant	Body-Care	5	1
CLEAN	CLEAN Shower Fresh Deodorant	Body-Care	2.6	5
Anthony	Anthony No Sweat Body Defense	Body-Care	0	0
L’Occitane	L’Occitane Cedrat After Shave Cream Gel	Body-Care	4	1
Bliss	Bliss Poetic Waxing Wax Strips For Body	Body-Care	1	2
DOLCE&GABBANA	DOLCE&GABBANA The One For Men Deodorant	Body-Care	4	4
Captain Blankenship	Captain Blankenship Lime & Vetiver Cream Deodorant	Body-Care	3.5	18
Shaveworks	Shaveworks Pearl Soufflé Shave Cream	Body-Care	5	5
Clarins	Clarins Roll-On Deodorant	Body-Care	4.2727	11
Biotherm	Biotherm CELLULI ERASER	Body-Care	0	0
Bliss	Bliss Fuzz’ Off Foam	Body-Care	3	7
L’Occitane	L’Occitane Cedrat Shaving Gel	Body-Care	3.6667	3
Bliss	Bliss FatGirlSlim Arm Candy	Body-Care	0	0
Biotherm	Biotherm Deo Pure Roll-On Antiperspirant	Body-Care	5	1
CLEAN	CLEAN Classic Deodorant	Body-Care	1	1
Biotherm	Biotherm Deo Pure Natural Protect Roll-On Antiperspirant	Body-Care	3	2
Biotherm	Biotherm BODY SCULPTER	Body-Care	4.5	2
Bliss	Bliss FatGirlSleep	Body-Care	3	1
Biotherm	Biotherm Deo Pure 24h Antiperspirant Cream for Sensitive Skin	Body-Care	5	1
Biotherm	Biotherm Day Control Deodorant Natural Protect	Body-Care	0	0
Anthony	Anthony Shave Gel	Body-Care	0	0
Nurse Jamie	Nurse Jamie ACELLerator Ultra Beauty Device for Face & Body	Body-Care	5	1
Anthony	Anthony Shave Cream	Body-Care	5	1
L’Occitane	L’Occitane L’Occitan Deodorant	Body-Care	4.5	2
L’Occitane	L’Occitane L’Occitan Shaving Gel	Body-Care	4.5	2
Tria	Tria Hair Removal Laser 4X + SmoothStart Calming Gel	Body-Care	3.7143	14
Biotherm	Biotherm Deo Pure Antiperspirant Stick	Body-Care	3	1
Biotherm	Biotherm Firm Corrector Refirming Body Concentrate	Body-Care	3	1
REN	REN Tamanu High Glide Shaving Oil	Body-Care	3	1
Biotherm	Biotherm 4X Action Day Control Protection Anti-Persperant	Body-Care	0	0
Biotherm	Biotherm 4X Action Day Control Protection Anti-Perspirant	Body-Care	0	0
L’Occitane	L’Occitane Cade Shaving Oil	Body-Care	0	0
Biotherm	Biotherm Day Control Body Shower Deodorant	Body-Care	0	0
Consonant	Consonant Healthy Baby Body Lotion	Body-Care	0	0
Consonant	Consonant Healthy Baby Hair & Body Wash	Body-Care	0	0
REN	REN Multi-tasking After Shave Balm	Body-Care	0	0
FARSÁLI	FARSÁLI Rose Gold Elixir	Body-Moisturizers	4.3463	413
Sol de Janeiro	Sol de Janeiro Brazilian Bum Bum Cream	Body-Moisturizers	4.2777	1255
FARSÁLI	FARSÁLI Unicorn Essence	Body-Moisturizers	3.5446	215
Ouai	Ouai Rose Hair & Body Oil	Body-Moisturizers	3.8182	14
Josie Maran	Josie Maran Whipped Argan Oil Body Butter	Body-Moisturizers	4.5347	1025
Kopari	Kopari Coconut Melt	Body-Moisturizers	4.3008	134
L’Occitane	L’Occitane Hand Creams	Body-Moisturizers	4.5484	1572
philosophy	philosophy Amazing Grace Firming Body Emulsion	Body-Moisturizers	4.6199	1268
SEPHORA COLLECTION	SEPHORA COLLECTION Foot Mask	Body-Moisturizers	4.3967	242
Biossance	Biossance 100% Squalane Oil	Body-Moisturizers	4.75	53
Dior	Dior Miss Dior Blooming Bouquet Body Milk	Body-Moisturizers	4.625	8
L’Occitane	L’Occitane Almond Smoothing and Beautifying Milk Concentrate	Body-Moisturizers	4.5901	505
L’Occitane	L’Occitane Mini Pretty Hands	Body-Moisturizers	4.2222	9
L’Occitane	L’Occitane Almond Smoothing and Beautifying Supple Skin Oil	Body-Moisturizers	4.6529	700
Kopari	Kopari Coconut Body Glow	Body-Moisturizers	3.5385	26
DERMAdoctor	DERMAdoctor KP Duty® Lotion	Body-Moisturizers	4.1253	942
SEPHORA COLLECTION	SEPHORA COLLECTION Hand Mask	Body-Moisturizers	4.0563	159
SEPHORA COLLECTION	SEPHORA COLLECTION Super Supreme Body Butter	Body-Moisturizers	4.6585	735
BVLGARI	BVLGARI Eau Parfumée Au Thé Blanc Body Lotion	Body-Moisturizers	4.8	10
Guerlain	Guerlain Terracota Huile Sous Le Vent Dry Oil	Body-Moisturizers	0	0
Sol de Janeiro	Sol de Janeiro Samba 2-Step Foot Fetish Care	Body-Moisturizers	4.5714	105
Moroccanoil	Moroccanoil Body Soufflé	Body-Moisturizers	4.5333	16
Say Hello To Sexy Legs	Say Hello To Sexy Legs Tinted Glow Gel	Body-Moisturizers	3.75	12
L’Occitane	L’Occitane Shea Butter Foot Cream	Body-Moisturizers	4.6711	301
L’Occitane	L’Occitane Shea Butter Ultra Rich Body Lotion	Body-Moisturizers	4.6154	143
Sol de Janeiro	Sol de Janeiro Açaí Body Power Cream	Body-Moisturizers	3.8167	60
philosophy	philosophy Fresh Cream Body Lotion	Body-Moisturizers	4.5166	151
Josie Maran	Josie Maran Juicy Mango Whipped Argan Oil Body Butter	Body-Moisturizers	5	3
L’Occitane	L’Occitane Shea Butter Ultra Rich Body Cream	Body-Moisturizers	4.726	281
L’Occitane	L’Occitane Limited Edition Hand Cream	Body-Moisturizers	5	2
philosophy	philosophy Unconditional Love Firming Body Emulsion	Body-Moisturizers	4.6169	248
Caudalie	Caudalie Divine Oil	Body-Moisturizers	4.4553	872
Tatcha	Tatcha Indigo Soothing Silk Body Butter	Body-Moisturizers	4.4651	43
Moroccanoil	Moroccanoil Dry Body Oil	Body-Moisturizers	4.3333	6
Kopari	Kopari Coconut Body Milk	Body-Moisturizers	3.8571	7
Estée Lauder	Estée Lauder Bronze Goddess Shimmering Body Oil	Body-Moisturizers	4	7
LAVANILA	LAVANILA The Healthy Body Butter	Body-Moisturizers	4.5423	852
L’Occitane	L’Occitane 100 percent Pure Shea Butter	Body-Moisturizers	4.6856	264
NARS	NARS Monoi Body Glow I	Body-Moisturizers	3.8874	151
Moroccanoil	Moroccanoil Body Butter	Body-Moisturizers	4	4
Fresh	Fresh Sugar Ultra-Nourishing Body Oil	Body-Moisturizers	4.3276	116
Fresh	Fresh Sugar Lemon Body Lotion	Body-Moisturizers	4.5045	224
Caudalie	Caudalie Vine Body Butter	Body-Moisturizers	4.6835	79
Origins	Origins Ginger Souffle™ Whipped Body Cream	Body-Moisturizers	4.4667	60
Kopari	Kopari Coconut Body Oil	Body-Moisturizers	3.6364	11
philosophy	philosophy Amazing Grace Whipped Body Crème	Body-Moisturizers	4.519	79
Moroccanoil	Moroccanoil Shimmering Body Oil	Body-Moisturizers	4.3333	3
Caudalie	Caudalie Hand and Nail Cream	Body-Moisturizers	4.5818	868
Dior	Dior Miss Dior Hair Mist	Body-Moisturizers	3.9091	22
Karuna	Karuna Age-Defying+ Hand Mask	Body-Moisturizers	5	21
CLINIQUE	CLINIQUE Deep Comfort Body Butter	Body-Moisturizers	4.7816	206
philosophy	philosophy Falling in Love Firming Body Emulsion	Body-Moisturizers	4.5181	166
Too Cool For School	Too Cool For School Egg Mellow Body Butter	Body-Moisturizers	4.4719	89
Tata Harper	Tata Harper Redefining Body Balm	Body-Moisturizers	3.4286	7
Kate Somerville	Kate Somerville Dry Skin Saver	Body-Moisturizers	4.619	21
SEPHORA COLLECTION	SEPHORA COLLECTION Nourishing Mousse Body Oil	Body-Moisturizers	4.5	8
CLINIQUE	CLINIQUE Even Better Dark Spot Correcting Hand Cream Broad Spectrum SPF 15	Body-Moisturizers	4.119	42
Herbivore	Herbivore Jasmine Glowing Hydration Body Oil	Body-Moisturizers	4.6444	45
Dr. Jart+	Dr. Jart+ Ceramidin™ Body Oil	Body-Moisturizers	4.037	27
Clarins	Clarins Moisture-Rich Body Lotion	Body-Moisturizers	4.5821	67
Yves Saint Laurent	Yves Saint Laurent Black Opium Dry Oil For Body and Hair	Body-Moisturizers	4.3947	38
Dr. Brandt Skincare	Dr. Brandt Skincare Cellusculpt™ Body Shaper & Cellulite Smoothing Cream	Body-Moisturizers	4.2308	13
MILK MAKEUP	MILK MAKEUP Sunshine Oil	Body-Moisturizers	4.1731	104
Kopari	Kopari Coconut Balm	Body-Moisturizers	3.4375	16
The Estée Edit	The Estée Edit Rescue Balm for Face + Body	Body-Moisturizers	4.3333	15
L’Occitane	L’Occitane Moisturizing And Smoothing Milk Veil	Body-Moisturizers	4	25
TOM FORD	TOM FORD Black Orchid Hydrating Emulsion	Body-Moisturizers	4.8788	33
AERIN	AERIN Rose Oil	Body-Moisturizers	4.4286	7
Josie Maran	Josie Maran Whipped Argan Oil Body Butter Duo	Body-Moisturizers	4.0667	15
Tatcha	Tatcha Gold Camellia Beauty Oil	Body-Moisturizers	4.6279	43
L’Occitane	L’Occitane One Minute Hand Scrub	Body-Moisturizers	4.6392	97
philosophy	philosophy Loveswept Body Lotion	Body-Moisturizers	4.3333	57
Fresh	Fresh Hesperides Grapefruit Body Lotion	Body-Moisturizers	4.3	90
Skinny & Co.	Skinny & Co. Skinny Coconut Oil	Body-Moisturizers	4.6909	55
Yves Saint Laurent	Yves Saint Laurent Black Opium Shimmering Moisture Fluid For The Body	Body-Moisturizers	4	6
Clarins	Clarins Hand and Nail Treatment Cream	Body-Moisturizers	4.533	212
Josie Maran	Josie Maran Whipped Argan Oil Intensive Hand Cream	Body-Moisturizers	4.22	200
Benefit Cosmetics	Benefit Cosmetics Hoola Zero Tanlines Allover Body Bronzer	Body-Moisturizers	3.1235	81
TOM FORD	TOM FORD Jasmin Rouge Body Moisturizer	Body-Moisturizers	5	4
philosophy	philosophy Amazing Grace Satin-Finish Body Oil Mist	Body-Moisturizers	3.8108	37
Josie Maran	Josie Maran Divine Drip Argan Oil and Honey Butter Balm	Body-Moisturizers	4.2745	51
Chloé	Chloé Chloé Perfumed Body Lotion	Body-Moisturizers	4.6667	9
Jack Black	Jack Black Cool Moisture Body Lotion	Body-Moisturizers	4.6615	65
Fresh	Fresh Citron de Vigne Body Lotion	Body-Moisturizers	4.434	53
First Aid Beauty	First Aid Beauty Ultra Repair® Cream Intense Hydration Vanilla Citron	Body-Moisturizers	4.7143	7
Mugler	Mugler Angel Perfuming Body Oil	Body-Moisturizers	4.3077	13
Caudalie	Caudalie Nourishing Body Lotion	Body-Moisturizers	4.2605	119
Moroccanoil	Moroccanoil Pure Argan Oil	Body-Moisturizers	5	3
Mugler	Mugler Angel Perfuming Body Cream	Body-Moisturizers	5	5
Versace	Versace Bright Crystal Body Lotion	Body-Moisturizers	4.375	8
Dr. Jart+	Dr. Jart+ Ceramidin™ Body Cream	Body-Moisturizers	4.1667	6
Say Hello To Sexy Legs	Say Hello To Sexy Legs Perfect Legs Duo - The Weekender Set	Body-Moisturizers	1.4	5
Tata Harper	Tata Harper Revitalizing Body Oil	Body-Moisturizers	4.1333	15
Shiseido	Shiseido Future Solution LX Replenishing Treatment Oil	Body-Moisturizers	4.5	4
Fresh	Fresh SugarBath Lychee Body Lotion	Body-Moisturizers	4.1786	112
AHAVA	AHAVA Dermud Intensive Foot-Cream	Body-Moisturizers	5	1
TOM FORD	TOM FORD Oud Wood Body Moisturizer	Body-Moisturizers	5	1
TOCCA	TOCCA Giulietta Crema Da Corpo Body Lotion	Body-Moisturizers	4.5	18
Elizabeth and James	Elizabeth and James Nirvana Black Pure Perfume Oil	Body-Moisturizers	3.8409	88
Origins	Origins A Perfect World™ Highly Hydrating Body Lotion With White Tea	Body-Moisturizers	5	2
This Works	This Works Can't Sleep Kit	Body-Moisturizers	4	1
CLEAN	CLEAN Warm Cotton Bath and Body Collection	Body-Moisturizers	3.6667	3
NEST	NEST Dahlia & Vines Body Cream	Body-Moisturizers	5	3
REN	REN Moroccan Rose Otto Ultra-Moisture Body Oil	Body-Moisturizers	4.0909	11
Bliss	Bliss Leave it to Cleavage	Body-Moisturizers	3.8889	9
Laura Mercier	Laura Mercier Almond Coconut Body Butter	Body-Moisturizers	3.1429	7
SEPHORA COLLECTION	SEPHORA COLLECTION Moisturizing & Refreshing Body Jelly	Body-Moisturizers	5	1
Fresh	Fresh Rice Dry Oil	Body-Moisturizers	4.2301	113
Fresh	Fresh Fresh Life Body Lotion	Body-Moisturizers	3.5455	11
Donna Karan	Donna Karan Cashmere Mist Body Creme	Body-Moisturizers	4.8	5
Gucci	Gucci Bamboo Body Lotion	Body-Moisturizers	4.3333	6
Karuna	Karuna Exfoliating+ Foot Mask	Body-Moisturizers	3.7895	19
Christophe Robin	Christophe Robin Regenerating Plant Oil with Rare Prickly Pear Seed Oil	Body-Moisturizers	4.25	4
Moroccanoil	Moroccanoil Hand Cream	Body-Moisturizers	3.8	5
Fresh	Fresh Seaberry Nourishing Hand Cream	Body-Moisturizers	4.1154	26
This Works	This Works Sleep Plus+ Trouble Shooter	Body-Moisturizers	0	0
Mugler	Mugler Alien Radiant Body Lotion	Body-Moisturizers	5	3
Origins	Origins A Perfect World™ Intensely Hydrating Body Cream With White Tea	Body-Moisturizers	4.1111	9
philosophy	philosophy Pure Grace Body Mousse	Body-Moisturizers	5	4
Captain Blankenship	Captain Blankenship Sunshine Body Cream	Body-Moisturizers	4.25	12
TOM FORD	TOM FORD Neroli Portofino Body Oil	Body-Moisturizers	3.9189	37
TOCCA	TOCCA Crema da Mano - Hand Cream Giulietta	Body-Moisturizers	3.5385	13
SEPHORA COLLECTION	SEPHORA COLLECTION Mara Hoffman for Sephora Collection: Kaleidescape Natural Oil Balm	Body-Moisturizers	3.7273	22
Marc Jacobs Fragrances	Marc Jacobs Fragrances Daisy Eau So Fresh Body Lotion	Body-Moisturizers	4.6	10
Mugler	Mugler Angel Body Lotion	Body-Moisturizers	4.5714	7
Pink Sugar	Pink Sugar Pink Sugar Creamy Body Lotion	Body-Moisturizers	3.6	10
TOCCA	TOCCA Crema da Mano - Hand Cream Cleopatra	Body-Moisturizers	3.7	50
kate spade new york	kate spade new york Live Colorfully Dry Body Oil Spray	Body-Moisturizers	4	3
Too Cool For School	Too Cool For School Egg Mousse Body Oil	Body-Moisturizers	4.2273	44
Bliss	Bliss Lemon+Sage Body Butter Maximum Moisture Cream	Body-Moisturizers	4.5	6
TOCCA	TOCCA Stella Crema Da Corpo Body Lotion	Body-Moisturizers	3.3333	6
Narciso Rodriguez	Narciso Rodriguez for her Body Lotion	Body-Moisturizers	4.375	8
Issey Miyake	Issey Miyake L’Eau d’Issey Body Lotion	Body-Moisturizers	3	2
Fresh	Fresh Sugar Acai Age-Delay Body Cream	Body-Moisturizers	4.0556	72
Origins	Origins Make A Difference™ Rejuvenating Hand Treatment	Body-Moisturizers	4.4211	19
Marc Jacobs Fragrances	Marc Jacobs Fragrances Daisy Dream Luminous Body Lotion	Body-Moisturizers	4.5	4
TOCCA	TOCCA Crema da Mano - Hand Cream Stella	Body-Moisturizers	3.4211	19
AERIN	AERIN Amber Musk Body Cream	Body-Moisturizers	5	2
Herbivore	Herbivore Citrine Ultra Hydration Neroli Body Oil	Body-Moisturizers	4.4545	22
Origins	Origins Gloomaway™ Grapefruit Soufflé	Body-Moisturizers	4.2	5
NAILS INC.	NAILS INC. Shine Bright Moisturising & Anti-Aging Hand Mask	Body-Moisturizers	2.3333	3
This Works	This Works Sleep Plus+ Dream Body	Body-Moisturizers	0	0
Tory Burch	Tory Burch Tory Burch Body Lotion	Body-Moisturizers	4.2857	7
AHAVA	AHAVA Mineral Hand Cream	Body-Moisturizers	3.5714	7
CLEAN	CLEAN Warm Cotton Soft  Lotion	Body-Moisturizers	3.5	4
TOCCA	TOCCA Florence Body Lotion	Body-Moisturizers	4.1111	9
NARS	NARS Monoi Body Glow II	Body-Moisturizers	4.1171	111
Christophe Robin	Christophe Robin Intense Regenerating Balm With Rare Prickly Pear Oil	Body-Moisturizers	3.5714	7
Origins	Origins Hit Refresh™ Cooling Moisturizer With Hawaiian Mineral Water	Body-Moisturizers	3.4286	7
Donna Karan	Donna Karan Cashmere Mist Body Lotion	Body-Moisturizers	4.8889	9
TOM FORD	TOM FORD Neroli Portofino Body Moisturizer	Body-Moisturizers	3.2727	11
Atelier Cologne	Atelier Cologne Pomelo Paradis Body Lotion	Body-Moisturizers	0	0
BALENCIAGA	BALENCIAGA B. Body Lotion	Body-Moisturizers	3	2
Dior	Dior J’adore Dry Silky Body Oil	Body-Moisturizers	4.3889	18
Captain Blankenship	"Captain Blankenship Avocado & Peppermint Hand, Cuticle & Foot Balm"	Body-Moisturizers	3.8333	12
CLEAN	CLEAN Rain Soft Lotion	Body-Moisturizers	3.8	5
Captain Blankenship	Captain Blankenship Anchor Balm	Body-Moisturizers	3.5	4
Acqua Di Parma	Acqua Di Parma Blu Mediterraneo Arancia Di Capri Body Lotion	Body-Moisturizers	0	0
Acqua Di Parma	Acqua Di Parma Blu Mediterraneo Arancia Di Capri Body Lotion	Body-Moisturizers	0	0
Pink Sugar	Pink Sugar Pink Sugar Body Mousse	Body-Moisturizers	4.4	15
L’Occitane	L’Occitane Cherry Blossom Shimmering Lotion	Body-Moisturizers	4.375	8
Atelier Cologne	Atelier Cologne Rose Anonyme Hand Cream	Body-Moisturizers	3.5	2
SEPHORA COLLECTION	SEPHORA COLLECTION Moisturizing Shower Oil	Body-Moisturizers	2.5	3
philosophy	philosophy Amazing Grace Body Mousse	Body-Moisturizers	0	0
Giorgio Armani Beauty	Giorgio Armani Beauty Sì Moisturizing Perfumed Body Lotion	Body-Moisturizers	5	1
TOCCA	TOCCA Cleopatra Crema Da Corpo Body Lotion	Body-Moisturizers	4.4	25
IGK	IGK Speechless Hair and Body Dry Oil Finishing Spray	Body-Moisturizers	5	3
LAVANILA	LAVANILA Vanilla Bean Creamy Body Oil	Body-Moisturizers	3.7	10
AERIN	AERIN Iris Meadow Body Cream	Body-Moisturizers	5	1
AERIN	AERIN Lilac Path Body Cream	Body-Moisturizers	4	2
YUNI	YUNI CHILLAX Muscle Recovery Gel	Body-Moisturizers	4.8667	15
Fresh	Fresh Fresh Life™ Body Oil	Body-Moisturizers	4.3824	34
Guerlain	Guerlain La Petite Robe Noire Velvet Body Milk	Body-Moisturizers	4.2	10
Chloé	Chloé Chloé Perfumed Body Cream	Body-Moisturizers	3.5	4
Clarins	Clarins Extra-Firming Body Cream	Body-Moisturizers	3.6667	3
Consonant	Consonant Organic Body Lotion	Body-Moisturizers	4.6667	6
Bliss	Bliss Grapefruit+Aloe Body Butter	Body-Moisturizers	4	2
L’Occitane	L’Occitane Beautiful Hands Trio	Body-Moisturizers	0	0
Laura Mercier	Laura Mercier Fresh Fig Soufflé Body Crème	Body-Moisturizers	3.9333	15
AERIN	AERIN Mediterranean Honeysuckle Body Cream	Body-Moisturizers	0	0
Miu Miu	Miu Miu MIU MIU Body Lotion	Body-Moisturizers	0	0
L’Occitane	L’Occitane Nourishing Shea Butter	Body-Moisturizers	0	0
Biotherm	Biotherm Perfecting Anti-Cellulite Oil	Body-Moisturizers	0	0
Carven	Carven L’Eau De Toilette Body Cream	Body-Moisturizers	5	1
Karuna	Karuna Hydrating+ Hand Mask	Body-Moisturizers	3.7778	9
Marc Jacobs Fragrances	Marc Jacobs Fragrances Daisy Body Lotion	Body-Moisturizers	2.8	5
Atelier Cologne	Atelier Cologne Orange Sanguine Moisturizing Body Lotion	Body-Moisturizers	5	3
Consonant	Consonant Organic Hand Cream	Body-Moisturizers	4.5714	7
NEST	NEST Midnight Fleur Body Cream	Body-Moisturizers	4	4
Elizabeth and James	Elizabeth and James Nirvana White Pure Perfume Oil	Body-Moisturizers	3.5	54
NEST	NEST Apricot Tea Hand Lotion	Body-Moisturizers	4	1
REN	REN Moroccan Rose Gold Glow Perfect Dry Oil	Body-Moisturizers	4	8
AERIN	AERIN Gardenia Rattan Body Cream	Body-Moisturizers	5	1
Peter Thomas Roth	Peter Thomas Roth Mega-Rich™ Body Lotion	Body-Moisturizers	5	1
AHAVA	AHAVA Mineral Foot Cream	Body-Moisturizers	0	0
Biotherm	Biotherm Nutri-Replenishing Body Treatment	Body-Moisturizers	5	1
TOM FORD	TOM FORD Noir Pour Femme Hydrating Emulsion	Body-Moisturizers	4.1429	7
This Works	This Works Deep Sleep Breathe In	Body-Moisturizers	1	1
This Works	This Works Stress Check Breathe In	Body-Moisturizers	0	0
AHAVA	AHAVA Dry Oil Body Mist	Body-Moisturizers	5	2
Juice Beauty	Juice Beauty Green Apple Firming Body Moisturizer	Body-Moisturizers	3.5	2
BALENCIAGA	BALENCIAGA Balenciaga Paris Body Lotion	Body-Moisturizers	5	2
REN	REN Citrus Limonum Prebiotic Hand Cream	Body-Moisturizers	0	0
CLEAN	CLEAN Skin Soft Lotion	Body-Moisturizers	3.1111	9
First Aid Beauty	First Aid Beauty Buff & Glow Duo	Body-Moisturizers	2.5	8
REN	REN Neroli and Grapefruit Body Cream	Body-Moisturizers	5	1
AHAVA	AHAVA Dermud Intensive Hand Cream	Body-Moisturizers	4.25	4
CLEAN	CLEAN Cool Cotton Body Lotion	Body-Moisturizers	0	0
Atelier Cologne	Atelier Cologne Bergamote Soleil Hand Cream	Body-Moisturizers	5	1
Clarisonic	Clarisonic Pedi-Buff Foot Smoothing Exfoliant	Body-Moisturizers	0	0
Bliss	Bliss Blood Orange+White Pepper Body Butter Maximum Moisture Cream	Body-Moisturizers	5	2
TOCCA	TOCCA Stella Latte Da Mano Hand Milk	Body-Moisturizers	4.8	5
Dr. Jart+	Dr. Jart+ Ceramidin™ Body Lotion	Body-Moisturizers	2.25	4
TOCCA	TOCCA Latte Da Mano Florence Hand Milk	Body-Moisturizers	4.2	5
Atelier Cologne	Atelier Cologne Orange Sanguine Hand Cream	Body-Moisturizers	1	1
Bliss	Bliss High Intensity Hand Cream	Body-Moisturizers	4.6	5
Darphin	"Darphin Revitalizing Oil For Face, Body and Hair"	Body-Moisturizers	4.3333	3
LAVANILA	LAVANILA The Healthy Body Butter - Super Sensitive Fragrance Free	Body-Moisturizers	3.1667	6
Juice Beauty	Juice Beauty GREEN APPLE™ Age Defy Hand Cream	Body-Moisturizers	2.6667	3
NEST	NEST Cashmere Suede Hand Lotion	Body-Moisturizers	1	1
AHAVA	AHAVA Caressing Body Sorbet	Body-Moisturizers	5	1
Moroccanoil	Moroccanoil Intense Hydrating Treatment	Body-Moisturizers	1	1
AERIN	AERIN Waterlily Sun Body Cream	Body-Moisturizers	5	3
Bliss	Bliss Naked Body Butter	Body-Moisturizers	4.8333	6
TokyoMilk Dark	TokyoMilk Dark Femme Fatale Collection - La Vie La Mort No. 90 Handcreme	Body-Moisturizers	4.4706	17
TokyoMilk Dark	TokyoMilk Dark Femme Fatale Collection - Everything & Nothing No. 10 Handcreme	Body-Moisturizers	4.3333	39
Laura Mercier	Laura Mercier Fresh Fig Hand Crème	Body-Moisturizers	3.9091	11
Darphin	Darphin Moisturizing Silky Lotion	Body-Moisturizers	0	0
Bliss	Bliss High Intensity 24-’Heaven’ Healing Body Balm	Body-Moisturizers	4.5	4
Bliss	Bliss Foot Patrol	Body-Moisturizers	3.5	2
Acqua Di Parma	Acqua Di Parma Blu Mediterraneo - Fico Di Amalfi Body Lotion	Body-Moisturizers	5	1
Clarisonic	Clarisonic Clarisonic	Body-Moisturizers	5	3
Hanae Mori	Hanae Mori Hanae Mori Butterfly Cream	Body-Moisturizers	5	2
Elie Saab	Elie Saab Le Parfum Scented Body Cream	Body-Moisturizers	5	1
Elie Saab	Elie Saab Le Parfum Scented Shower Cream	Body-Moisturizers	5	1
kate spade new york	kate spade new york Live Colorfully Body Lotion	Body-Moisturizers	5	1
AHAVA	AHAVA Mineral Body Lotion	Body-Moisturizers	5	1
Biotherm	Biotherm Oglio-Thermal Sparkle Cream	Body-Moisturizers	5	1
Biotherm	Biotherm Oil Therapy Nourishing Exfoliating Oil	Body-Moisturizers	5	1
AHAVA	AHAVA Precious Desert Oils	Body-Moisturizers	5	1
AHAVA	AHAVA Sea-Soft Mineral Body Trio	Body-Moisturizers	5	1
Biotherm	Biotherm Sun After Oligo-Thermal Milk	Body-Moisturizers	5	1
Tory Burch	Tory Burch Tory Burch Crème De Florale Body Crème	Body-Moisturizers	5	1
Tory Burch	Tory Burch Tory Burch Body Cream	Body-Moisturizers	4.9231	13
Mugler	Mugler Alien Radiant Body Cream	Body-Moisturizers	4.6667	6
Dior	Dior J’adore Body Milk	Body-Moisturizers	4.5714	14
Biotherm	Biotherm Lait Corporel Anti-Drying Body Milk	Body-Moisturizers	4.5	4
BURBERRY	BURBERRY My Burberry Shower Oil	Body-Moisturizers	4.5	2
Jack Black	Jack Black Intense Therapy Hand Cream	Body-Moisturizers	4.3333	6
TOCCA	TOCCA Cleopatra Latte Da Mano Hand Milk	Body-Moisturizers	4.2857	7
L’Occitane	L’Occitane Shea Butter Whipped Hand Cream	Body-Moisturizers	4.25	8
AERIN	AERIN Rose Hand And Body Cream	Body-Moisturizers	4.1111	9
Viktor & Rolf	Viktor & Rolf BONBON Body Lotion	Body-Moisturizers	4.0455	22
Giorgio Armani Beauty	Giorgio Armani Beauty Acqua di Gioia Body Lotion	Body-Moisturizers	4	2
Shiseido	Shiseido Advanced Essential Energy Hand Nourishing Cream	Body-Moisturizers	4	1
